trabajo;est.civ;educacion;mora;vivienda;prestamo;contacto;mes;presultado;suscrito
Desempleado;Divorciado;secundaria;no;si;no;celular;Noviembre;desconocido;no
Obrero;Soltero;secundaria;si;si;no;desconocido;Mayo;desconocido;si
Ejecutivo;Divorciado;Superior;no;no;no;celular;Mayo;fracaso;no
Obrero;Casado;secundaria;no;si;no;celular;Noviembre;desconocido;no
admin.;Soltero;Superior;no;no;no;celular;abril;éxito;si
Ejecutivo;Soltero;Superior;no;si;no;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;no;no;desconocido;Mayo;desconocido;no
Obrero;Soltero;secundaria;no;si;no;celular;abril;desconocido;no
Desempleado;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Casado;Superior;no;si;no;celular;Junio;fracaso;no
Emple_hogar;Casado;primaria;no;no;no;celular;Febrero;fracaso;si
Ejecutivo;Soltero;Superior;no;no;no;celular;Agosto;desconocido;no
Obrero;Divorciado;primaria;no;si;no;desconocido;Junio;desconocido;no
Independientes;Casado;Superior;no;no;no;celular;Junio;desconocido;no
Ejecutivo;Casado;secundaria;si;si;no;celular;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;abril;éxito;si
Servis;Soltero;secundaria;no;si;si;desconocido;Mayo;desconocido;no
admin.;Divorciado;primaria;no;si;no;celular;Mayo;fracaso;no
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;si;celular;Mayo;desconocido;no
Retirado;Casado;primaria;no;no;no;celular;Octubre;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Octubre;otro;no
Obrero;Casado;secundaria;no;si;no;celular;abril;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Febrero;fracaso;no
Obrero;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Mayo;otro;no
admin.;Casado;primaria;no;si;si;desconocido;Junio;desconocido;no
Tecnico;Soltero;secundaria;no;si;no;desconocido;Junio;desconocido;no
Ejecutivo;Divorciado;Superior;no;no;si;celular;Agosto;desconocido;no
empresario;Casado;secundaria;no;si;no;celular;Noviembre;desconocido;no
Independientes;Casado;Superior;no;no;no;celular;Mayo;otro;no
Obrero;Casado;secundaria;no;no;no;desconocido;Mayo;desconocido;no
Obrero;Casado;primaria;no;si;no;desconocido;Junio;desconocido;no
Obrero;Casado;secundaria;no;no;no;celular;Mayo;desconocido;no
Ejecutivo;Divorciado;Superior;no;si;no;celular;Mayo;éxito;no
admin.;Casado;secundaria;no;no;no;desconocido;Junio;desconocido;no
Retirado;Divorciado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;teléfono;Agosto;desconocido;no
Servis;Divorciado;desconocido;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
admin.;Casado;secundaria;si;no;si;desconocido;Julio;desconocido;no
Independientes;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Servis;Soltero;secundaria;no;si;no;celular;Mayo;desconocido;si
Emple_hogar;Divorciado;secundaria;no;si;no;celular;Mayo;fracaso;no
Desempleado;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Casado;desconocido;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Soltero;secundaria;no;si;no;celular;Julio;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
empresario;Casado;primaria;no;no;no;celular;Agosto;desconocido;no
Tecnico;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;si
Retirado;Casado;secundaria;no;no;no;celular;Noviembre;fracaso;no
Obrero;Soltero;secundaria;no;no;si;celular;Noviembre;desconocido;no
Tecnico;Divorciado;Superior;no;si;no;celular;Agosto;desconocido;si
Servis;Casado;secundaria;no;si;no;celular;Julio;desconocido;si
Desempleado;Casado;Superior;no;si;no;celular;Febrero;desconocido;no
Tecnico;Casado;Superior;no;si;no;celular;Julio;desconocido;no
Retirado;Casado;secundaria;no;no;no;celular;Noviembre;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;desconocido;Junio;desconocido;no
Obrero;Divorciado;primaria;no;si;no;celular;Mayo;desconocido;si
Emple_hogar;Casado;primaria;no;si;no;celular;Julio;desconocido;no
Independientes;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
admin.;Soltero;secundaria;no;si;si;teléfono;Octubre;otro;si
admin.;Soltero;secundaria;no;si;no;celular;Julio;desconocido;no
Servis;Soltero;secundaria;no;si;no;celular;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Noviembre;fracaso;no
Obrero;Casado;secundaria;no;si;si;celular;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Noviembre;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Enero;desconocido;no
Retirado;Divorciado;desconocido;no;no;no;teléfono;Julio;fracaso;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;éxito;no
Servis;Casado;secundaria;no;si;no;teléfono;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Junio;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Agosto;desconocido;si
Obrero;Soltero;secundaria;no;si;si;celular;abril;otro;no
Servis;Casado;secundaria;no;si;no;celular;Mayo;fracaso;no
Tecnico;Soltero;Superior;no;no;no;teléfono;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Servis;Casado;primaria;no;no;no;desconocido;Junio;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;desconocido;Mayo;desconocido;no
admin.;Soltero;secundaria;no;si;no;desconocido;Junio;desconocido;no
Tecnico;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;no;si;celular;Julio;desconocido;no
Desempleado;Casado;secundaria;no;si;no;celular;Noviembre;desconocido;no
Tecnico;Divorciado;secundaria;no;no;no;celular;Febrero;fracaso;si
Tecnico;Soltero;secundaria;no;si;no;celular;Mayo;desconocido;no
Emple_hogar;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;desconocido;Junio;desconocido;no
Emple_hogar;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;teléfono;Mayo;otro;no
Ejecutivo;Casado;Superior;no;no;no;celular;Marzo;desconocido;si
Ejecutivo;Soltero;Superior;no;no;no;celular;Agosto;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Divorciado;Superior;no;no;no;celular;Octubre;fracaso;no
Obrero;Divorciado;secundaria;no;no;no;desconocido;Junio;desconocido;no
Obrero;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;abril;desconocido;si
Obrero;Casado;secundaria;no;no;no;desconocido;Junio;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Junio;desconocido;si
Ejecutivo;Casado;primaria;no;si;no;celular;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;abril;desconocido;no
Retirado;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Tecnico;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Soltero;primaria;no;si;no;desconocido;Mayo;desconocido;no
Retirado;Casado;secundaria;no;no;no;teléfono;abril;desconocido;si
Obrero;Casado;secundaria;no;si;no;celular;Febrero;desconocido;no
Independientes;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Octubre;desconocido;si
Obrero;Soltero;primaria;no;no;no;celular;Julio;desconocido;no
Servis;Casado;secundaria;no;si;no;celular;Noviembre;desconocido;no
Tecnico;Casado;secundaria;no;no;no;desconocido;Mayo;desconocido;no
Emple_hogar;Casado;primaria;no;si;no;celular;Noviembre;desconocido;no
Desempleado;Soltero;desconocido;no;si;no;celular;Mayo;fracaso;no
Servis;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Retirado;Casado;primaria;no;no;no;celular;Febrero;desconocido;si
Tecnico;Soltero;Superior;no;no;no;celular;abril;otro;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;abril;éxito;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
admin.;Casado;Superior;no;no;no;celular;Febrero;desconocido;no
Estudiante;Soltero;secundaria;no;no;no;celular;Enero;desconocido;no
admin.;Soltero;secundaria;no;si;no;desconocido;Junio;desconocido;no
empresario;Casado;secundaria;no;no;no;desconocido;Mayo;desconocido;no
Retirado;Casado;secundaria;no;no;si;desconocido;Junio;desconocido;no
admin.;Casado;primaria;no;si;si;desconocido;Mayo;desconocido;no
Tecnico;Soltero;secundaria;no;si;no;celular;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Divorciado;Superior;si;no;si;desconocido;Mayo;desconocido;no
Obrero;Soltero;primaria;no;si;no;desconocido;Junio;desconocido;no
Independientes;Soltero;secundaria;no;no;no;teléfono;Noviembre;desconocido;no
admin.;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Mayo;fracaso;no
admin.;Casado;secundaria;no;si;no;celular;Mayo;fracaso;no
admin.;Casado;secundaria;no;si;no;celular;abril;desconocido;si
Servis;Divorciado;secundaria;no;si;no;celular;Mayo;otro;si
Tecnico;Divorciado;secundaria;no;si;no;celular;Agosto;desconocido;si
Ejecutivo;Soltero;Superior;no;no;no;celular;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Junio;desconocido;no
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;no;no;desconocido;Mayo;desconocido;no
Tecnico;Divorciado;desconocido;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Casado;secundaria;si;si;si;celular;Agosto;desconocido;no
admin.;Casado;secundaria;no;si;si;celular;Octubre;desconocido;no
Ejecutivo;Casado;Superior;no;si;si;celular;Agosto;desconocido;no
Obrero;Casado;desconocido;no;si;no;celular;Febrero;fracaso;no
admin.;Divorciado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Casado;Superior;no;no;si;desconocido;Junio;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;celular;abril;fracaso;no
Tecnico;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
admin.;Divorciado;secundaria;no;si;no;celular;Julio;desconocido;no
Independientes;Casado;secundaria;no;si;no;celular;Noviembre;fracaso;no
Emple_hogar;Soltero;Superior;no;no;no;celular;Febrero;éxito;si
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Obrero;Soltero;desconocido;no;no;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;si;si;no;desconocido;Mayo;desconocido;no
Tecnico;Divorciado;secundaria;no;si;si;celular;Agosto;desconocido;no
Obrero;Casado;secundaria;no;si;no;teléfono;Julio;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Divorciado;Superior;no;no;no;celular;Agosto;desconocido;no
desconocido;Casado;primaria;no;si;si;celular;abril;éxito;si
admin.;Casado;secundaria;no;si;no;celular;Mayo;fracaso;si
Obrero;Casado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Desempleado;Divorciado;secundaria;no;no;no;teléfono;Agosto;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;celular;Junio;fracaso;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;primaria;no;si;no;teléfono;Febrero;fracaso;no
admin.;Soltero;secundaria;no;no;no;celular;Enero;otro;no
admin.;Casado;secundaria;no;no;no;celular;Julio;desconocido;no
Tecnico;Casado;secundaria;no;no;si;celular;Julio;desconocido;si
Tecnico;Casado;Superior;no;si;no;celular;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Emple_hogar;Casado;primaria;no;no;si;celular;Agosto;desconocido;no
empresario;Casado;Superior;no;si;no;celular;Mayo;desconocido;no
admin.;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;primaria;no;no;no;teléfono;Noviembre;desconocido;no
Servis;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Servis;Casado;secundaria;no;no;si;celular;Agosto;desconocido;no
Retirado;Casado;secundaria;no;si;si;celular;Agosto;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;abril;desconocido;no
Servis;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Obrero;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
admin.;Soltero;secundaria;no;no;si;celular;Julio;desconocido;no
Ejecutivo;Divorciado;Superior;no;no;no;celular;Julio;fracaso;no
Obrero;Soltero;primaria;no;no;no;celular;Julio;desconocido;no
Desempleado;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Servis;Soltero;secundaria;no;si;no;celular;Julio;desconocido;no
Ejecutivo;Casado;desconocido;no;no;no;desconocido;Junio;desconocido;no
Estudiante;Soltero;Superior;no;no;no;celular;Marzo;éxito;si
Emple_hogar;Casado;secundaria;no;si;si;teléfono;Julio;desconocido;no
Obrero;Soltero;secundaria;no;si;no;celular;Mayo;desconocido;no
desconocido;Casado;secundaria;no;no;no;teléfono;Marzo;desconocido;no
Obrero;Soltero;secundaria;no;si;no;desconocido;Junio;desconocido;no
admin.;Soltero;Superior;no;no;no;celular;abril;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;desconocido;Junio;desconocido;no
Tecnico;Soltero;secundaria;no;no;no;teléfono;Octubre;desconocido;si
Ejecutivo;Casado;Superior;no;si;no;celular;Febrero;desconocido;no
admin.;Casado;secundaria;no;no;no;celular;Agosto;fracaso;no
Independientes;Casado;Superior;no;no;no;celular;Agosto;fracaso;no
empresario;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Ejecutivo;Soltero;Superior;no;no;si;desconocido;Julio;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;celular;Mayo;desconocido;no
Tecnico;Divorciado;secundaria;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;teléfono;Diciembre;otro;si
Servis;Divorciado;primaria;no;si;no;celular;Mayo;éxito;si
Independientes;Casado;secundaria;no;si;no;desconocido;Junio;desconocido;no
admin.;Divorciado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;celular;Noviembre;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Noviembre;desconocido;no
Obrero;Casado;primaria;no;no;no;celular;abril;éxito;si
Ejecutivo;Casado;primaria;no;no;no;desconocido;Junio;desconocido;no
Obrero;Casado;primaria;no;no;no;desconocido;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Julio;desconocido;no
admin.;Soltero;secundaria;no;si;no;desconocido;Junio;desconocido;no
admin.;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Agosto;desconocido;no
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;no;no;desconocido;Mayo;desconocido;no
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Agosto;desconocido;no
Tecnico;Casado;Superior;no;si;no;celular;Enero;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Noviembre;desconocido;si
admin.;Casado;secundaria;no;si;no;celular;Noviembre;desconocido;no
Ejecutivo;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;primaria;no;no;no;celular;Agosto;desconocido;no
Tecnico;Casado;Superior;no;no;no;celular;Agosto;desconocido;si
Ejecutivo;Soltero;Superior;si;no;si;celular;Julio;desconocido;no
empresario;Casado;Superior;no;si;no;celular;Noviembre;desconocido;no
Tecnico;Soltero;secundaria;si;no;no;celular;Agosto;desconocido;si
Tecnico;Casado;secundaria;no;no;no;celular;Julio;desconocido;no
Emple_hogar;Casado;Superior;no;no;no;desconocido;Junio;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
empresario;Casado;Superior;no;no;no;celular;Noviembre;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;abril;fracaso;no
Retirado;Casado;primaria;no;si;no;celular;Febrero;fracaso;no
Servis;Casado;secundaria;no;si;si;celular;abril;desconocido;no
Tecnico;Casado;secundaria;no;si;si;celular;Noviembre;desconocido;no
Retirado;Casado;primaria;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;desconocido;Junio;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Emple_hogar;Casado;desconocido;no;no;no;celular;abril;otro;no
Retirado;Divorciado;secundaria;no;no;no;celular;Agosto;otro;si
admin.;Casado;secundaria;no;no;no;celular;Octubre;éxito;si
Ejecutivo;Casado;Superior;no;si;si;celular;Mayo;otro;si
Servis;Soltero;secundaria;no;no;no;desconocido;Octubre;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Agosto;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Setiembre;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Mayo;desconocido;si
Emple_hogar;Casado;primaria;no;no;no;celular;abril;desconocido;no
Servis;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;abril;desconocido;no
Estudiante;Soltero;secundaria;no;no;no;celular;Diciembre;desconocido;no
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;primaria;no;no;no;celular;Noviembre;desconocido;si
Servis;Soltero;secundaria;no;si;no;celular;abril;otro;no
Ejecutivo;Casado;Superior;no;si;no;celular;Agosto;desconocido;no
empresario;Casado;Superior;no;si;si;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;si;no;desconocido;Julio;desconocido;no
Obrero;Casado;secundaria;no;no;si;desconocido;Julio;desconocido;no
Ejecutivo;Soltero;Superior;si;si;no;celular;Agosto;desconocido;no
Emple_hogar;Casado;primaria;no;no;no;celular;Agosto;desconocido;no
Obrero;Soltero;secundaria;no;no;no;desconocido;Mayo;desconocido;no
Tecnico;Soltero;secundaria;no;si;no;celular;Noviembre;fracaso;no
Obrero;Casado;primaria;no;si;no;celular;Mayo;fracaso;no
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Servis;Soltero;secundaria;no;si;no;celular;Mayo;desconocido;no
Servis;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Independientes;Soltero;Superior;no;si;no;celular;Mayo;desconocido;si
empresario;Casado;Superior;no;no;no;celular;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Noviembre;desconocido;no
Retirado;Divorciado;primaria;no;no;no;desconocido;Junio;desconocido;no
Tecnico;Casado;Superior;no;si;no;celular;Mayo;desconocido;no
admin.;Soltero;Superior;no;si;si;celular;abril;desconocido;si
Obrero;Casado;primaria;no;si;no;celular;Julio;desconocido;no
desconocido;Casado;desconocido;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Retirado;Casado;primaria;no;no;no;desconocido;Junio;desconocido;no
Tecnico;Divorciado;secundaria;no;no;no;celular;Agosto;desconocido;no
Tecnico;Casado;secundaria;no;no;no;teléfono;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Noviembre;desconocido;no
Independientes;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;si;celular;Mayo;desconocido;no
Obrero;Divorciado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Independientes;Casado;secundaria;no;si;si;celular;Enero;fracaso;no
Tecnico;Soltero;secundaria;no;no;no;celular;Julio;desconocido;no
Retirado;Casado;primaria;no;no;no;desconocido;Mayo;desconocido;no
Servis;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;si;si;no;celular;Mayo;otro;no
admin.;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Retirado;Casado;Superior;no;no;no;celular;Enero;éxito;si
Ejecutivo;Soltero;Superior;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;si;desconocido;Junio;desconocido;no
Obrero;Soltero;secundaria;no;no;no;celular;Mayo;fracaso;no
Ejecutivo;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Divorciado;Superior;no;si;no;celular;Noviembre;desconocido;no
Servis;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Mayo;fracaso;no
desconocido;Soltero;Superior;no;no;no;celular;Febrero;desconocido;no
Servis;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
admin.;Casado;secundaria;no;si;no;teléfono;Mayo;desconocido;no
Obrero;Soltero;Superior;no;si;si;desconocido;Mayo;desconocido;no
desconocido;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
admin.;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
admin.;Casado;Superior;no;no;no;desconocido;Junio;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;desconocido;Junio;desconocido;no
empresario;Casado;desconocido;no;no;no;celular;Noviembre;desconocido;no
Obrero;Divorciado;secundaria;no;si;no;celular;abril;desconocido;si
Ejecutivo;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Noviembre;fracaso;no
Servis;Casado;secundaria;no;no;no;celular;Mayo;desconocido;no
admin.;Divorciado;secundaria;no;si;no;celular;Mayo;fracaso;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Tecnico;Divorciado;secundaria;no;no;no;celular;Agosto;desconocido;no
Estudiante;Soltero;secundaria;no;no;no;desconocido;Junio;desconocido;no
Tecnico;Soltero;secundaria;no;no;no;celular;Agosto;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Mayo;fracaso;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
empresario;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
empresario;Divorciado;secundaria;no;si;si;desconocido;Junio;desconocido;no
Emple_hogar;Divorciado;secundaria;no;no;no;celular;Octubre;éxito;si
Obrero;Soltero;secundaria;no;no;no;celular;Febrero;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Junio;desconocido;no
admin.;Casado;Superior;no;si;no;celular;Julio;desconocido;no
Tecnico;Casado;desconocido;no;no;no;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;si;no;desconocido;Junio;desconocido;no
Tecnico;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;si;desconocido;Mayo;desconocido;no
Independientes;Casado;Superior;no;no;si;celular;Julio;desconocido;no
Tecnico;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;si;si;celular;Febrero;fracaso;no
Ejecutivo;Casado;secundaria;si;no;no;celular;Febrero;desconocido;no
Obrero;Casado;desconocido;no;si;no;celular;Mayo;desconocido;si
admin.;Casado;secundaria;no;si;si;celular;Julio;desconocido;no
Desempleado;Casado;secundaria;no;no;no;celular;Febrero;desconocido;no
Obrero;Soltero;Superior;no;si;no;desconocido;Junio;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;abril;desconocido;no
Independientes;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Tecnico;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
admin.;Soltero;desconocido;no;no;no;celular;Febrero;desconocido;si
Independientes;Casado;secundaria;no;no;si;celular;Agosto;desconocido;no
Obrero;Divorciado;secundaria;no;si;no;celular;Mayo;fracaso;no
Servis;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Retirado;Casado;secundaria;no;no;no;celular;Noviembre;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Tecnico;Soltero;secundaria;no;no;no;celular;Febrero;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Noviembre;fracaso;no
Ejecutivo;Divorciado;Superior;no;no;no;desconocido;Mayo;desconocido;no
desconocido;Casado;Superior;no;no;no;celular;Enero;fracaso;no
Obrero;Casado;secundaria;no;si;si;celular;Agosto;desconocido;no
empresario;Casado;primaria;no;si;no;teléfono;Setiembre;desconocido;si
Obrero;Divorciado;secundaria;no;no;no;celular;Julio;desconocido;no
Tecnico;Soltero;Superior;no;si;no;celular;abril;fracaso;no
Servis;Divorciado;secundaria;no;si;no;celular;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Mayo;fracaso;no
Tecnico;Soltero;secundaria;no;no;no;celular;Agosto;desconocido;no
Independientes;Soltero;Superior;no;no;no;celular;Julio;desconocido;no
Retirado;Casado;secundaria;no;no;no;teléfono;Julio;desconocido;no
admin.;Divorciado;secundaria;no;si;si;celular;abril;desconocido;no
Servis;Casado;secundaria;no;si;no;celular;Noviembre;fracaso;no
Tecnico;Casado;desconocido;no;no;no;desconocido;Junio;desconocido;no
Retirado;Casado;primaria;no;no;no;teléfono;Agosto;desconocido;no
Desempleado;Casado;primaria;no;si;no;teléfono;Enero;desconocido;no
admin.;Divorciado;secundaria;no;no;no;celular;Mayo;otro;no
Tecnico;Soltero;secundaria;no;no;no;celular;Mayo;fracaso;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Agosto;otro;no
Servis;Casado;secundaria;no;no;no;celular;Noviembre;desconocido;no
Obrero;Casado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;no;no;desconocido;Junio;desconocido;no
Tecnico;Divorciado;secundaria;no;no;si;celular;Agosto;desconocido;no
admin.;Soltero;secundaria;no;no;no;celular;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Junio;desconocido;si
Ejecutivo;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Tecnico;Soltero;Superior;no;no;no;teléfono;Agosto;desconocido;no
Retirado;Casado;secundaria;no;no;no;celular;abril;fracaso;no
Servis;Casado;secundaria;no;si;no;teléfono;Agosto;fracaso;no
